Manufacturer,Model,Titel,Date,Type,Subtype,Group,Rated Power low T [kW],Rated Power medium T [kW],Refrigerant,Mass of Refrigerant [kg],SPL indoor low Power [dBA],SPL outdoor low Power [dBA],SPL indoor high Power [dBA],SPL outdoor high Power [dBA],Bivalence temperature [°C],Tolerance temperature [°C],Max. water heating temperature [°C],Power heating rod low T [kW],Power heating rod medium T [kW],Poff [W],PTOS [W],PSB [W],PCKS [W],eta low T [%],eta medium T [%],SCOP,SEER low T,SEER medium T,P_th_h_ref [W],P_th_c_ref [W],P_el_h_ref [W],P_el_c_ref [W],COP_ref,EER_c_ref,p1_P_el_h [1/°C],p2_P_el_h [1/°C],p3_P_el_h [-],p4_P_el_h [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-],p1_P_el_c [1/°C],p2_P_el_c [1/°C],p3_P_el_c [-],p4_P_el_c [1/°C],p1_EER [-],p2_EER [-],p3_EER [-],p4_EER [-],MAPE P_th,MAPE P_el,MAPE COP,MAPE Pdc,MAPE P_el_c,MAPE EER
 Acond a.s.,Acond Aconomis N,Acond Aconomis N,08.07.2024,Outdoor Air/Water,Regulated,1.0,7.65,7.5,R290,"0,450 kg",0.0,0.0,0.0,54.0,-7.0,-10.0,75.0,1.53,1.47,15.0,15.0,15.0,0.0,187.0,150.0,4.75,,,6580,,2873,,2.29,,-43.12772747054501,0.0102814079314003,0.0712570775813438,43.07436724078105,0.7275923986463755,-0.0727164455094132,6.752011728451605,-0.5843449502219047,,,,,,,,,13.264636732100552,11.112412592875565,6.552139074595722,,,
 Acond a.s.,Acond Aconomis S,Acond Aconomis S,08.07.2024,Outdoor Air/Water,Regulated,1.0,4.0,4.0,R290,"0,290 kg",0.0,0.0,0.0,53.0,-7.0,-10.0,75.0,0.72,0.73,15.0,15.0,15.0,0.0,192.0,157.0,4.89,,,3540,,1573,,2.25,,497.0890304475512,0.0115490884108964,0.0034723449989932,-497.1424200455427,141.7849565497433,-0.0624645622839983,6.509705499223776,-141.6192386844151,,,,,,,,,13.35307791901187,11.885421980985832,5.921081937632369,,,
 Acond a.s.,Acond Grandis-L,Acond Grandis-L16,31.01.2024,Outdoor Air/Water,Regulated,1.0,15.5,16.0,R290,"2,600 kg",0.0,0.0,0.0,48.0,-10.0,-10.0,75.0,0.0,0.0,12.0,13.0,12.0,0.0,217.0,158.0,5.49,,,14490,,5750,,2.52,,-14.692190442033308,0.0140757987752702,-0.0788173299075704,14.644973756436691,-0.3512378862693737,-0.1066605300874223,8.579521474554,0.5614339111736086,,,,,,,,,14.109089263466917,7.289587950226883,12.571345682534169,,,
 Acond a.s.,Acond Grandis-L,Acond Grandis-L18,31.01.2024,Outdoor Air/Water,Regulated,1.0,18.8,18.0,R290,"2,600 kg",0.0,0.0,0.0,50.0,-10.0,-10.0,75.0,0.0,0.0,12.0,13.0,12.0,0.0,200.0,158.0,5.07,,,15920,,6394,,2.49,,486.61898290122815,0.0086780688912499,0.1649497877423557,-486.67147294851634,-142.48992635869212,-0.0905255064625562,7.847948711183029,142.72138740692026,,,,,,,,,28.62624239830239,21.77322386953346,14.423571215628566,,,
 Acond a.s.,Acond Grandis-L,Acond Grandis-L21,31.01.2024,Outdoor Air/Water,Regulated,1.0,21.0,22.0,R290,"2,600 kg",0.0,0.0,0.0,53.0,-7.0,-10.0,75.0,2.5,2.58,12.0,13.0,12.0,0.0,195.0,142.0,4.95,,,19420,,8670,,2.24,,-272.84732529865096,0.0126401047717176,-0.0095965837401711,272.79654520781264,-0.8851609937106019,-0.0971568068044531,7.889717471797612,1.136246063599937,,,,,,,,,42.11617618550544,31.044366203126582,17.378241402842484,,,
 Acond a.s.,Acond Grandis-N,Acond Grandis-N,07.12.2022,Outdoor Air/Water,Regulated,1.0,4.2,4.0,R290,"0,750 kg",0.0,0.0,0.0,46.0,-10.0,-10.0,75.0,0.0,0.0,15.0,15.0,15.0,0.0,212.0,159.0,5.38,,,3540,,1445,,2.45,,212.7663165831132,0.0121994499154225,-0.0044863079298453,-212.81584399161423,-142.51976077759718,-0.1045673554186634,8.423105061021392,142.69694527147013,,,,,,,,,12.152180942920442,7.407827802165133,9.656970900624318,,,
 Acond a.s.,Acond Grandis-R,Acond Grandis-R,07.12.2022,Outdoor Air/Water,Regulated,1.0,10.19,9.97,R290,"1,400 kg",0.0,0.0,0.0,48.0,-10.0,-10.0,75.0,0.0,0.0,15.0,14.0,15.0,0.0,220.0,165.0,5.58,,,8800,,3296,,2.67,,155.90132593139035,0.0113152771134849,0.0469673712294873,-155.95099654603814,212.85276064175144,-0.1075387568947006,8.662626632328449,-212.69232685433457,,,,,,,,,8.351668433856931,5.454838841976211,10.633878483208528,,,
 Acond a.s.,Acond Grandis-R,Acond Grandis-R SP,07.12.2022,Outdoor Air/Water,Regulated,1.0,10.19,9.97,R290,"1,400 kg",0.0,0.0,0.0,48.0,-10.0,-10.0,75.0,0.0,0.0,15.0,14.0,15.0,0.0,220.0,165.0,5.58,,,8800,,3296,,2.67,,155.90132593139035,0.0113152771134849,0.0469673712294873,-155.95099654603814,212.85276064175144,-0.1075387568947006,8.662626632328449,-212.69232685433457,,,,,,,,,8.351668433856931,5.454838841976211,10.633878483208528,,,
 Acond a.s.,Acond PRO-N,Acond PRO-N,17.03.2022,Outdoor Air/Water,Regulated,1.0,5.29,5.14,R290,"1,350 kg",,,0.0,48.0,-10.0,-22.0,70.0,0.0,0.0,16.0,16.0,16.0,0.0,164.0,135.0,4.18,,,4540,,2064,,2.2,,-71.55804146406061,0.0107086155038718,0.0758942348376784,71.50890372513264,80.58700896955737,-0.0524499090590043,5.534958034425514,-80.49650680007827,,,,,,,,,7.115389885825811,4.126135584444262,3.479832227163988,,,
 Acond a.s.,Acond PRO-R,Acond PRO-R,17.03.2022,Outdoor Air/Water,Regulated,1.0,10.38,10.17,R290,"2,750 kg",,,0.0,49.0,-10.0,-22.0,70.0,0.0,0.0,16.0,16.0,16.0,0.0,199.0,154.0,5.05,,,9000,,3600,,2.5,,-71.55978917363649,0.0104736389076088,0.0772733891073769,71.5072098433348,248.37571556229543,-0.0812104849000503,7.247027479755549,-248.23797742809475,,,,,,,,,9.870310928117602,5.93289134385183,7.070495404387855,,,
 Acond a.s.,Acond PRO-R,Acond PRO-R SP,17.03.2022,Outdoor Air/Water,Regulated,1.0,10.38,10.17,R290,"2,750 kg",,,0.0,49.0,-10.0,-22.0,70.0,0.0,0.0,16.0,16.0,16.0,0.0,199.0,154.0,5.05,,,9000,,3600,,2.5,,-71.55978917363649,0.0104736389076088,0.0772733891073769,71.5072098433348,248.37571556229543,-0.0812104849000503,7.247027479755549,-248.23797742809475,,,,,,,,,9.870310928117602,5.93289134385183,7.070495404387855,,,
 Advantix S.p.A.,i-290 0106,i-290 0106,31.08.2023,Outdoor Air/Water,Regulated,1.0,5.1,4.9,R290,"0,430 kg",,57.0,,57.0,-7.0,-10.0,68.0,0.9,0.8,22.0,22.0,22.0,0.0,186.0,133.0,4.74,4.77,,4400,5430.0,1991,1946.0,2.21,2.79,241.1968788512505,0.0103800526003807,0.075291839434079,-241.2502206970327,1.8492876680910424,-0.1295887392404047,8.84411884672321,-1.6787893445480506,70.64609588693334,-0.0101952697115493,-1.2735448041523505,-70.58139002187913,174.78026568917903,0.2333165519174786,14.505179024504534,-175.1867528345406,11.012129396639924,25.744203520091105,21.28006314398432,41.36966336339725,29.03644499942209,9.676538941784376
 Advantix S.p.A.,i-290 0109,i-290 0109,31.08.2023,Outdoor Air/Water,Regulated,1.0,9.0,8.9,R290,"0,750 kg",,58.0,,58.0,-7.0,-10.0,68.0,1.7,1.9,22.0,22.0,22.0,0.0,205.0,154.0,5.19,5.41,,7900,8570.0,3391,2773.0,2.33,3.09,212.76338024463703,0.0109755186820459,0.0316642263003699,-212.8188528675512,206.21428255123627,-0.0969548947858763,8.017270965294015,-206.0005529805806,68.42640183825732,-0.0082466830449389,-1.359602220643759,-68.35999654375486,157.62521967048133,0.2649861700189149,17.449172802207602,-158.12327698141368,24.73962254571616,18.430697678244897,12.05472204310434,48.85020126908485,33.85677251546835,12.113537867019325
 Advantix S.p.A.,i-290 0112,i-290 0112,31.08.2023,Outdoor Air/Water,Regulated,1.0,9.6,9.4,R290,"1,000 kg",,59.0,,59.0,-7.0,-10.0,68.0,1.5,1.6,22.0,22.0,22.0,0.0,192.0,140.0,4.88,4.72,,8300,10670.0,3825,3744.0,2.17,2.85,-43.12599200467075,0.0112887686711867,0.0443081110562303,43.07606489403506,52.95057376709099,-0.1143207798732184,8.382862021586075,-52.77645524211246,70.64600374727338,-0.0105088451307125,-1.2623721379461554,-70.58148216153897,288.30583769896964,0.2200103570844004,12.277442741442275,-288.6375655114176,19.34660804983411,12.54513540519983,17.014567495111116,30.02416847584269,21.345648962923555,8.233425533487445
 Advantix S.p.A.,i-290 0115-0118,i-290 0115,31.08.2023,Outdoor Air/Water,Regulated,1.0,14.6,13.5,R290,"1,270 kg",,62.0,,62.0,-7.0,-10.0,68.0,2.6,2.5,22.0,22.0,22.0,0.0,191.0,149.0,4.85,5.02,,11900,12410.0,5174,3704.0,2.3,3.35,138.8119981605222,0.0071338069800767,0.2195336111173192,-138.86902745119585,-2.5712955215882114,-0.0730343056100365,6.885219310812397,2.779605458092324,-70.37172706381925,-0.0119970456657908,-1.22127843535856,70.43577192411482,-140.4758735222784,0.2239861490189463,9.2475888732607,140.25867384491116,15.214717871155962,12.01431943846032,10.175951838708585,30.687355175647586,26.3603331834906,7.314658188986283
 Advantix S.p.A.,i-290 0115-0118,i-290 0118,31.08.2023,Outdoor Air/Water,Regulated,1.0,15.0,14.0,R290,"1,270 kg",,62.0,,62.0,-7.0,-10.0,68.0,3.6,2.4,22.0,22.0,22.0,0.0,188.0,146.0,4.76,5.04,,12400,13750.0,5487,4351.0,2.26,3.16,-71.56249502900286,0.0075025913640239,0.195525587854294,71.50455334400039,68.53563697451717,-0.0754762549783282,6.868192449860663,-68.35383591241616,70.64576967934612,-0.0099859338541753,-1.2577404032469015,-70.58171622946637,-111.26420866744516,0.2229475673756071,9.493795479973205,111.03750217823186,15.479487906059774,11.419005756603369,8.716081886377921,38.41576025073992,30.843529143212702,8.821019148159765
 Advantix S.p.A.,i-290 0121-0123,i-290 0121,31.08.2023,Outdoor Air/Water,Regulated,1.0,20.0,19.0,R290,"1,700 kg",,64.0,,64.0,-7.0,-10.0,69.0,4.2,3.9,22.0,22.0,22.0,0.0,187.0,145.0,4.75,5.27,,16600,17400.0,7830,5257.0,2.12,3.31,202.60700528919207,0.0105953155224829,0.0578633391077025,-202.65944286962923,-18.680995906228784,-0.0908353278028041,7.469549884708527,18.86932861725776,72.97647365721723,-0.0120130559415598,-1.1734102252439067,-72.91401496443959,-1.7501403230914367,0.2421442421819468,12.830832586911642,1.4102006049347455,11.987270010834436,6.813787779452811,12.525512633655758,17.188756857751706,9.770714011428549,7.233737287594208
 Advantix S.p.A.,i-290 0121-0123,i-290 0123,31.08.2023,Outdoor Air/Water,Regulated,1.0,21.0,21.0,R290,"1,700 kg",,64.0,,64.0,-7.0,-10.0,69.0,4.0,4.7,22.0,22.0,22.0,0.0,186.0,147.0,4.72,5.27,,18200,17400.0,8708,5257.0,2.09,3.31,304.54193317046554,0.0106902400485285,0.0420787797106135,-304.59597550707963,227.26445101559352,-0.0843309780488294,7.214537240467798,-227.06535385221213,70.6449669671995,-0.0137363206851457,-1.1420715164376996,-70.58251894161299,239.2248852453081,0.2425430791392419,13.009483589995424,-239.5711501583759,9.902600443624635,6.648736832855302,11.600827957825818,19.173225777914517,10.888609354341554,7.175149290878818
 Advantix S.p.A.,i-290 0125-0127,i-290 0125,31.08.2023,Outdoor Air/Water,Regulated,1.0,22.0,22.0,R290,"2,100 kg",,64.0,,64.0,-7.0,-10.0,69.0,4.3,4.3,22.0,22.0,22.0,0.0,177.0,143.0,4.49,4.92,,19900,19800.0,9900,6188.0,2.01,3.2,-213.7173920065293,0.0116705620466023,-0.0046697216839939,213.66480780495084,266.17185735784216,-0.073876123186783,6.663716824756174,-265.9752073267561,70.64532983471535,-0.0113947008689654,-1.2059922415654607,-70.58215607409713,257.31412326592505,0.2220435542751476,10.349149980816222,-257.57343066205686,9.477485207488254,6.541478499246217,10.37941827122876,12.83048827901844,8.8132788517482,6.125328644344794
 Advantix S.p.A.,i-290 0125-0127,i-290 0127,31.08.2023,Outdoor Air/Water,Regulated,1.0,24.0,23.0,R290,"2,100 kg",,64.0,,64.0,-7.0,-10.0,69.0,5.2,4.5,22.0,22.0,22.0,0.0,175.0,140.0,4.46,4.84,,20700,22300.0,10508,7194.0,1.97,3.1,-115.36523523037457,0.0120067144392981,-0.0127970920152537,115.31420156143628,-107.52198935251478,-0.0764402667649135,6.719550138167389,107.71429912300972,75.0810779537921,-0.0112372233684127,-1.223180424431765,-75.01742568954519,-65.14536822991843,0.2184125340818798,10.682812942777067,64.87167006132013,10.194234147053372,6.66987909183872,10.166102053827862,18.66438396307476,12.970752361477544,6.242134098317013
 Advantix S.p.A.,i-290 0240,i-290 0240,06.02.2024,Outdoor Air/Water,Regulated,1.0,39.0,38.0,R290,"3,150 kg",,74.0,,74.0,-7.0,-10.0,78.0,9.0,9.7,22.0,22.0,22.0,0.0,160.0,134.0,4.09,4.86,,33600,28900.0,17968,9204.0,1.87,3.14,141.67930600600013,0.0100287861699925,0.0800023271297497,-141.73222209953298,-106.95155008567684,-0.0535036281763754,5.698495739137484,107.17460463278832,79.8023980313878,-0.0142313210395991,-1.0356035146834546,-79.74320184732166,126.11162115985069,0.2200671900389566,10.93251053503583,-126.39372951128549,13.2359872780459,9.22617774990449,11.599346731125452,13.318753492715851,8.47828543532773,6.483883636667305
 Advantix S.p.A.,i-290 0240,i-290 0240-PS,06.02.2024,Outdoor Air/Water,Regulated,1.0,39.0,38.0,R290,"3,150 kg",,74.0,,74.0,-7.0,-10.0,78.0,9.1,9.6,22.0,22.0,22.0,0.0,161.0,131.0,4.1,4.88,,33700,28800.0,18216,9290.0,1.85,3.1,-43.12696216786348,0.0107907494377511,0.0484513662879868,43.075114609712045,-70.03554230104575,-0.0634709475416457,6.029712789583237,70.24257118043907,70.64344416451918,-0.0129356088115374,-1.065116243279176,-70.58404174429316,268.40690296985264,0.220631950036916,10.974774606072652,-268.6902375557065,11.2043446322101,7.495925881262064,11.808829840950402,14.095293517661824,10.110719590779324,6.555082746022194
 Advantix S.p.A.,i-290 0240,i-290 0240-PSEC,06.02.2024,Outdoor Air/Water,Regulated,1.0,39.0,38.0,R290,"3,150 kg",,74.0,,74.0,-7.0,-10.0,78.0,8.8,9.3,22.0,22.0,22.0,0.0,150.0,124.0,3.84,4.21,,34000,28400.0,18579,9726.0,1.83,2.92,212.76559499922377,0.0104515469292122,0.0726548214136183,-212.81654764384857,106.24195287171516,-0.0561007719774679,5.499532005289003,-106.07082946218556,66.20157250208105,-0.0160407814839334,-0.9524116247045006,-66.14406370777449,283.71116715635327,0.1900739752120502,8.478675468681592,-283.91941105458073,9.968469124472612,5.3456260358483725,9.872039123783097,10.740499143800562,7.13561351174017,5.721622693238706
 Advantix S.p.A.,i-290 0240,i-290 0240-PSI,06.02.2024,Outdoor Air/Water,Regulated,1.0,39.0,38.0,R290,"3,150 kg",,74.0,,74.0,-7.0,-10.0,78.0,9.1,9.6,22.0,22.0,22.0,0.0,161.0,131.0,4.1,4.88,,33700,28800.0,18216,9290.0,1.85,3.1,-43.12696216786348,0.0107907494377511,0.0484513662879868,43.075114609712045,-70.03554230104575,-0.0634709475416457,6.029712789583237,70.24257118043907,70.64344416451918,-0.0129356088115374,-1.065116243279176,-70.58404174429316,268.40690296985264,0.220631950036916,10.974774606072652,-268.6902375557065,11.2043446322101,7.495925881262064,11.808829840950402,14.095293517661824,10.110719590779324,6.555082746022194
 Advantix S.p.A.,i-290 0250,i-290 0250,06.02.2024,Outdoor Air/Water,Regulated,1.0,43.0,44.0,R290,"3,500 kg",,75.0,,75.0,-7.0,-10.0,78.0,8.3,9.3,22.0,22.0,22.0,0.0,165.0,131.0,4.2,4.8,,39100,34100.0,20155,11000.0,1.94,3.1,-327.4509474945213,0.0115553180874343,0.0230446790664216,327.4002834120273,142.90157460450482,-0.0690007717857487,6.237988199038332,-142.71509937132873,70.64549668455042,-0.010804736404768,-1.226622459516065,-70.581989224262,283.68374230499603,0.2156969279159808,10.42557601444746,-283.94948611757906,10.531370933844563,4.669541864737673,11.528036181765394,14.930279168126743,9.602126812536795,6.117063637122488
 Advantix S.p.A.,i-290 0250,i-290 0250-PS,06.02.2024,Outdoor Air/Water,Regulated,1.0,43.0,44.0,R290,"3,500 kg",,75.0,,75.0,-7.0,-10.0,78.0,8.4,9.3,22.0,22.0,22.0,0.0,165.0,132.0,4.2,4.81,,39200,34100.0,20311,11000.0,1.93,3.1,-355.8828740273615,0.0113194640303454,0.0353423351895697,355.8332066748094,-213.57408244015303,-0.0683839712163636,6.219601022080849,213.7604675548684,70.64545350274828,-0.0108019828246935,-1.224081121590632,-70.58203240606407,-98.307686127961,0.21640199029097,10.595949437299018,98.03602204174784,10.203286276256854,5.957255423125723,11.159360894654869,15.712249263661093,9.967315028237344,6.221188581446207
 Advantix S.p.A.,i-290 0250,i-290 0250-PSEC,06.02.2024,Outdoor Air/Water,Regulated,1.0,43.0,45.0,R290,"3,500 kg",,75.0,,75.0,-7.0,-10.0,78.0,8.2,9.9,22.0,22.0,22.0,0.0,152.0,125.0,3.89,4.2,,39600,33700.0,20842,11385.0,1.9,2.96,257.6475864812532,0.0118596650909153,0.0143160908854079,-257.69683381912216,-71.44566760183532,-0.0570042716296355,5.545648689025918,71.60784548431333,68.42490320079224,-0.0126165934079041,-1.1404815794206071,-68.36318002331781,-124.91427777716768,0.1884178774600126,7.893439525546773,124.72673721648292,10.79167082206403,6.591611403517412,9.098106993828862,11.254598926473149,7.562437923152184,5.018915169968207
 Advantix S.p.A.,i-290 0250,i-290 0250-PSI,06.02.2024,Outdoor Air/Water,Regulated,1.0,43.0,44.0,R290,"3,500 kg",,75.0,,75.0,-7.0,-10.0,78.0,8.4,9.3,22.0,22.0,22.0,0.0,165.0,132.0,4.2,4.81,,39200,34100.0,20311,11000.0,1.93,3.1,-355.8828740273615,0.0113194640303454,0.0353423351895697,355.8332066748094,-213.57408244015303,-0.0683839712163636,6.219601022080849,213.7604675548684,70.64545350274828,-0.0108019828246935,-1.224081121590632,-70.58203240606407,-98.307686127961,0.21640199029097,10.595949437299018,98.03602204174784,10.203286276256854,5.957255423125723,11.159360894654869,15.712249263661093,9.967315028237344,6.221188581446207
 Advantix S.p.A.,i-32V5 04,i-32V5/KA/04,07.06.2021,Outdoor Air/Water,Regulated,1.0,4.0,4.0,R32,"1,500 kg",,57.0,,57.0,-7.0,-20.0,60.0,0.2,0.1,19.0,22.0,19.0,0.0,179.0,135.0,4.56,4.28,,3900,4330.0,1726,1370.0,2.26,3.16,103.21887046166832,0.0124491436527689,0.0093226044859942,-103.26612722752904,-67.02062927025213,-0.0784064651240752,6.73823262862244,67.15334061176483,68.42539737939443,-0.0166394451227311,-0.9373643647535218,-68.36803094315883,-65.00010683216833,0.2129908501855023,10.781887704134492,64.71927688968835,28.06344523200687,23.50922863705313,7.810809757501441,14.10198602766324,8.056496622035063,7.919463576113821
 Advantix S.p.A.,i-32V5 04,i-32V504,07.06.2021,Outdoor Air/Water,Regulated,1.0,4.0,4.0,R32,"1,500 kg",,57.0,,57.0,-7.0,-20.0,60.0,0.2,0.1,19.0,22.0,19.0,0.0,179.0,135.0,4.56,4.28,,3900,4330.0,1726,1370.0,2.26,3.16,103.21887046166832,0.0124491436527689,0.0093226044859942,-103.26612722752904,-67.02062927025213,-0.0784064651240752,6.73823262862244,67.15334061176483,68.42539737939443,-0.0166394451227311,-0.9373643647535218,-68.36803094315883,-65.00010683216833,0.2129908501855023,10.781887704134492,64.71927688968835,28.06344523200687,23.50922863705313,7.810809757501441,14.10198602766324,8.056496622035063,7.919463576113821
 Advantix S.p.A.,i-32V5 06/08,i-32V5/KA/06,26.05.2020,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",,62.0,,62.0,-7.0,-20.0,60.0,0.9,1.0,19.0,22.0,19.0,0.0,175.0,126.0,4.46,4.42,,5800,5020.0,2788,1599.0,2.08,3.14,-183.17643475437723,0.0122550488971604,0.003608138403802,183.12799960994727,-34.919153466802186,-0.097685762324922,7.366361486581468,35.06389247386231,73.4251293559403,-0.014302149322919,-1.057424272754952,-73.3651633389125,-22.25494871749616,0.2174961653787271,11.227688071617337,21.9600337807893,15.592927197058511,11.70656660284807,14.871886303529482,17.654253039473595,10.293880374052565,8.90553533270859
 Advantix S.p.A.,i-32V5 06/08,i-32V5/KA/08,26.05.2020,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",,62.0,,62.0,-7.0,-20.0,60.0,0.5,0.6,19.0,22.0,19.0,0.0,176.0,128.0,4.46,4.51,,6300,6080.0,3298,1993.0,1.91,3.05,-355.88146775391,0.0145270341177704,-0.1178056935452614,355.83473403168324,132.8849409809062,-0.0970475744208616,7.33595810728522,-132.73599751728756,70.64538092093755,-0.0116690514873943,-1.20411914672322,-70.5821049878748,179.25909612641138,0.218906532788342,11.689805586898231,-179.5702652345105,14.506645239716612,10.957089017763703,11.884088333133253,22.16967831747302,13.222541456978954,9.455969504478484
 Advantix S.p.A.,i-32V5 06/08,i-32V506,26.05.2020,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",,62.0,,62.0,-7.0,-20.0,60.0,0.9,1.0,19.0,22.0,19.0,0.0,175.0,126.0,4.46,4.42,,5800,5020.0,2788,1599.0,2.08,3.14,-183.17643475437723,0.0122550488971604,0.003608138403802,183.12799960994727,-34.919153466802186,-0.097685762324922,7.366361486581468,35.06389247386231,73.4251293559403,-0.014302149322919,-1.057424272754952,-73.3651633389125,-22.25494871749616,0.2174961653787271,11.227688071617337,21.9600337807893,15.592927197058511,11.70656660284807,14.871886303529482,17.654253039473595,10.293880374052565,8.90553533270859
 Advantix S.p.A.,i-32V5 06/08,i-32V508,26.05.2020,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",,62.0,,62.0,-7.0,-20.0,60.0,0.5,0.6,19.0,22.0,19.0,0.0,176.0,128.0,4.46,4.51,,6300,6080.0,3298,1993.0,1.91,3.05,-355.88146775391,0.0145270341177704,-0.1178056935452614,355.83473403168324,132.8849409809062,-0.0970475744208616,7.33595810728522,-132.73599751728756,70.64538092093755,-0.0116690514873943,-1.20411914672322,-70.5821049878748,179.25909612641138,0.218906532788342,11.689805586898231,-179.5702652345105,14.506645239716612,10.957089017763703,11.884088333133253,22.16967831747302,13.222541456978954,9.455969504478484
 Advantix S.p.A.,i-32V5 06/08,i-32V5SL/KA 08,26.05.2020,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",,53.0,,53.0,-7.0,-20.0,60.0,0.8,0.9,19.0,22.0,19.0,0.0,180.0,131.0,4.58,4.51,,6200,6080.0,3212,1993.0,1.93,3.05,212.7674886159656,0.0145727560110467,-0.1216618242772412,-212.81470163529136,-72.01055770034928,-0.0907247034614153,7.162756436331259,72.15974490899691,70.64538092093755,-0.0116690514873943,-1.20411914672322,-70.5821049878748,179.25909612641138,0.218906532788342,11.689805586898231,-179.5702652345105,14.38394955872328,10.965005286063636,9.317190187391931,22.16967831747302,13.222541456978954,9.455969504478484
 Advantix S.p.A.,i-32V5 06/08,i-32V5SL08,26.05.2020,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",,53.0,,53.0,-7.0,-20.0,60.0,0.8,0.9,19.0,22.0,19.0,0.0,180.0,131.0,4.58,4.51,,6200,6080.0,3212,1993.0,1.93,3.05,212.7674886159656,0.0145727560110467,-0.1216618242772412,-212.81470163529136,-72.01055770034928,-0.0907247034614153,7.162756436331259,72.15974490899691,70.64538092093755,-0.0116690514873943,-1.20411914672322,-70.5821049878748,179.25909612641138,0.218906532788342,11.689805586898231,-179.5702652345105,14.38394955872328,10.965005286063636,9.317190187391931,22.16967831747302,13.222541456978954,9.455969504478484
 Advantix S.p.A.,i-32V5 06/08 A,i-32V5/KA/06 A,05.08.2022,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"0,970 kg",,62.0,,62.0,-7.0,-20.0,60.0,0.9,1.0,22.0,22.0,22.0,0.0,175.0,126.0,4.46,4.42,,6000,5190.0,2765,1642.0,2.17,3.16,-278.6660969094984,0.0123151110492781,0.0076623281879133,278.6181706524371,-195.8519546002424,-0.0983598355834219,7.330756419067941,195.9509868596344,99.80983758246327,-0.013070474977901,-1.139007163654033,-99.74789113950166,-5.178272054371461,0.2168129198404427,11.03084403208062,4.890234436013159,17.82301920955169,12.87576801300422,11.467236783975691,17.710561033101154,9.30980661788425,8.745074880293114
 Advantix S.p.A.,i-32V5 06/08 A,i-32V5/KA/08 A,05.08.2022,Outdoor Air/Water,Regulated,1.0,8.0,7.0,R32,"0,970 kg",,62.0,,62.0,-7.0,-20.0,60.0,1.2,0.6,22.0,22.0,22.0,0.0,175.0,128.0,4.46,4.51,,6600,6140.0,2986,1968.0,2.21,3.12,-253.01237785577376,0.0114637016334624,0.0406922845617597,252.9625946623673,-89.80394908040473,-0.0876803920519471,6.938204093862194,89.90310885801964,80.7885277806161,-0.0125145451930291,-1.1591231174924148,-80.72624426006826,-80.541274322443,0.2141845848761837,10.578645956000454,80.26862203673251,13.79525091079379,9.456649044927586,9.350695065541387,20.07412345139593,12.869913066739684,7.843467334035524
 Advantix S.p.A.,i-32V5 06/08 A,i-32V506 A,05.08.2022,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"0,970 kg",,62.0,,62.0,-7.0,-20.0,60.0,0.9,1.0,22.0,22.0,22.0,0.0,175.0,126.0,4.46,4.42,,6000,5190.0,2765,1642.0,2.17,3.16,-278.6660969094984,0.0123151110492781,0.0076623281879133,278.6181706524371,-195.8519546002424,-0.0983598355834219,7.330756419067941,195.9509868596344,99.80983758246327,-0.013070474977901,-1.139007163654033,-99.74789113950166,-5.178272054371461,0.2168129198404427,11.03084403208062,4.890234436013159,17.82301920955169,12.87576801300422,11.467236783975691,17.710561033101154,9.30980661788425,8.745074880293114
 Advantix S.p.A.,i-32V5 06/08 A,i-32V508 A,05.08.2022,Outdoor Air/Water,Regulated,1.0,8.0,7.0,R32,"0,970 kg",,62.0,,62.0,-7.0,-20.0,60.0,1.2,0.6,22.0,22.0,22.0,0.0,175.0,128.0,4.46,4.51,,6600,6140.0,2986,1968.0,2.21,3.12,-253.01237785577376,0.0114637016334624,0.0406922845617597,252.9625946623673,-89.80394908040473,-0.0876803920519471,6.938204093862194,89.90310885801964,80.7885277806161,-0.0125145451930291,-1.1591231174924148,-80.72624426006826,-80.541274322443,0.2141845848761837,10.578645956000454,80.26862203673251,13.79525091079379,9.456649044927586,9.350695065541387,20.07412345139593,12.869913066739684,7.843467334035524
 Advantix S.p.A.,i-32V5 06/08 A,i-32V5SL/KA 08 A,05.08.2022,Outdoor Air/Water,Regulated,1.0,8.0,7.0,R32,"0,970 kg",,53.0,,53.0,-7.0,-20.0,60.0,1.5,0.9,22.0,22.0,22.0,0.0,180.0,131.0,4.57,4.51,,6500,6140.0,2915,1968.0,2.23,3.12,-99.9913179544004,0.0113471327503228,0.0399659554374573,99.9405858757517,133.25190669665278,-0.0909585802974713,7.152766302387476,-133.14613953808703,80.7885277806161,-0.0125145451930291,-1.1591231174924148,-80.72624426006826,-80.541274322443,0.2141845848761837,10.578645956000454,80.26862203673251,13.238478231843448,8.390622616741886,9.275055645704915,20.07412345139593,12.869913066739684,7.843467334035524
