Manufacturer,Model,Titel,Date,Type,Subtype,Group,Rated Power low T [kW],Rated Power medium T [kW],Refrigerant,Mass of Refrigerant [kg],SPL indoor low Power [dBA],SPL outdoor low Power [dBA],SPL indoor high Power [dBA],SPL outdoor high Power [dBA],Bivalence temperature [°C],Tolerance temperature [°C],Max. water heating temperature [°C],Power heating rod low T [kW],Power heating rod medium T [kW],Poff [W],PTOS [W],PSB [W],PCKS [W],eta low T [%],eta medium T [%],SCOP,SEER low T,SEER medium T,P_th_h_ref [W],P_th_c_ref [W],P_el_h_ref [W],P_el_c_ref [W],COP_ref,EER_c_ref,p1_P_el_h [1/°C],p2_P_el_h [1/°C],p3_P_el_h [-],p4_P_el_h [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-],p1_P_el_c [1/°C],p2_P_el_c [1/°C],p3_P_el_c [-],p4_P_el_c [1/°C],p1_EER [-],p2_EER [-],p3_EER [-],p4_EER [-],MAPE P_th,MAPE P_el,MAPE COP,MAPE Pdc,MAPE P_el_c,MAPE EER
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (H Series),WH-ADC1216H6E5C / WH-UX09HE5,09.11.2021,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R410A,"2,850 kg",46.0,66.0,46.0,66.0,-10.0,-10.0,55.0,0.0,0.3,3.0,12.0,12.0,33.0,181.0,130.0,4.59,,,7700,,3649,,2.11,,265.361773195205,0.0090646449605847,0.1321979426870856,-265.41913938433566,-106.54526581606316,-0.0947092221910037,7.284072069501525,106.68499663743528,,,,,,,,,17.458793456894867,11.002269462770789,12.461305235101976,,,
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (H Series),WH-ADC1216H6E5C / WH-UX12HE5,09.11.2021,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R410A,"2,850 kg",46.0,66.0,46.0,66.0,-10.0,-10.0,55.0,0.0,0.3,3.0,12.0,12.0,33.0,170.0,130.0,4.32,,,10800,,5320,,2.03,,628.6298585369842,0.0122805140707668,-0.0079429933477123,-628.6775756777704,283.3673668742573,-0.0875056607554198,6.967419116839392,-283.2093417993224,,,,,,,,,11.656322219542062,7.438325249728031,12.99661176479993,,,
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (H Series),WH-ADC1216H6E5UK / WH-UX09HE5,09.11.2021,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R410A,"2,850 kg",46.0,66.0,46.0,66.0,-10.0,-10.0,55.0,0.0,0.3,3.0,12.0,12.0,33.0,181.0,130.0,4.59,,,7700,,3649,,2.11,,265.361773195205,0.0090646449605847,0.1321979426870856,-265.41913938433566,-106.54526581606316,-0.0947092221910037,7.284072069501525,106.68499663743528,,,,,,,,,17.458793456894867,11.002269462770789,12.461305235101976,,,
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (H Series),WH-ADC1216H6E5UK / WH-UX12HE5,09.11.2021,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R410A,"2,850 kg",46.0,66.0,46.0,66.0,-10.0,-10.0,55.0,0.0,0.3,3.0,12.0,12.0,33.0,170.0,130.0,4.32,,,10800,,5320,,2.03,,628.6298585369842,0.0122805140707668,-0.0079429933477123,-628.6775756777704,283.3673668742573,-0.0875056607554198,6.967419116839392,-283.2093417993224,,,,,,,,,11.656322219542062,7.438325249728031,12.99661176479993,,,
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (H Series),WH-SQC12H9E8 / WH-UQ12HE8,09.11.2021,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R410A,"2,850 kg",46.0,58.0,46.0,58.0,-10.0,-10.0,55.0,0.0,0.3,3.0,12.0,12.0,33.0,170.0,130.0,4.32,,,10800,,5320,,2.03,,628.6298585369842,0.0122805140707668,-0.0079429933477123,-628.6775756777704,283.3673668742573,-0.0875056607554198,6.967419116839392,-283.2093417993224,,,,,,,,,11.656322219542062,7.438325249728031,12.99661176479993,,,
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (H Series),WH-SXC09H3E5 / WH-UQ09HE8,09.11.2021,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R410A,"2,850 kg",46.0,58.0,46.0,58.0,-10.0,-10.0,55.0,0.0,0.3,3.0,12.0,12.0,33.0,181.0,130.0,4.59,,,7700,,3649,,2.11,,265.361773195205,0.0090646449605847,0.1321979426870856,-265.41913938433566,-106.54526581606316,-0.0947092221910037,7.284072069501525,106.68499663743528,,,,,,,,,17.458793456894867,11.002269462770789,12.461305235101976,,,
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (H Series),WH-SXC09H3E5 / WH-UX09HE5,09.11.2021,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R410A,"2,850 kg",46.0,66.0,46.0,66.0,-10.0,-10.0,55.0,0.0,0.3,3.0,12.0,12.0,33.0,181.0,130.0,4.59,,,7700,,3649,,2.11,,265.361773195205,0.0090646449605847,0.1321979426870856,-265.41913938433566,-106.54526581606316,-0.0947092221910037,7.284072069501525,106.68499663743528,,,,,,,,,17.458793456894867,11.002269462770789,12.461305235101976,,,
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (H Series),WH-SXC09H3E8 / WH-UX09HE8,09.11.2021,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R410A,"2,850 kg",46.0,65.0,46.0,65.0,-10.0,-10.0,55.0,0.0,0.3,3.0,12.0,12.0,33.0,181.0,130.0,4.59,,,7700,,3649,,2.11,,265.361773195205,0.0090646449605847,0.1321979426870856,-265.41913938433566,-106.54526581606316,-0.0947092221910037,7.284072069501525,106.68499663743528,,,,,,,,,17.458793456894867,11.002269462770789,12.461305235101976,,,
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (H Series),WH-SXC12H6E5 / WH-UX12HE5,09.11.2021,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R410A,"2,850 kg",46.0,66.0,46.0,66.0,-10.0,-10.0,55.0,0.0,0.3,3.0,12.0,12.0,33.0,170.0,130.0,4.32,,,10800,,5320,,2.03,,628.6298585369842,0.0122805140707668,-0.0079429933477123,-628.6775756777704,283.3673668742573,-0.0875056607554198,6.967419116839392,-283.2093417993224,,,,,,,,,11.656322219542062,7.438325249728031,12.99661176479993,,,
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (H Series),WH-SXC12H9E8 / WH-UX12HE8,09.11.2021,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R410A,"2,850 kg",46.0,65.0,46.0,65.0,-10.0,-10.0,55.0,0.0,0.3,3.0,12.0,12.0,33.0,170.0,130.0,4.32,,,10800,,5320,,2.03,,628.6298585369842,0.0122805140707668,-0.0079429933477123,-628.6775756777704,283.3673668742573,-0.0875056607554198,6.967419116839392,-283.2093417993224,,,,,,,,,11.656322219542062,7.438325249728031,12.99661176479993,,,
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (K Series),WH-ADC0912K6E5 / WH-UXZ09KE5,28.04.2023,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R32,"1,600 kg",46.0,65.0,46.0,65.0,-10.0,-10.0,55.0,0.0,0.0,1.0,10.0,9.0,0.0,195.0,140.0,4.96,4.12,,7960,8000.0,3416,2508.0,2.33,3.19,-71.55844378981698,0.0121224404010787,0.0126316171570328,71.5085438031268,53.48794439766614,-0.1031999754387032,7.895945275390428,-53.34785757857812,66.20248288225352,-0.0152664751826276,-1.0318964220159068,-66.14278922514782,26.18836758274817,0.1914948560178422,7.413630828304435,-26.35688012178556,24.759520159989652,18.32767744034421,12.31784169080094,52.00573190228332,46.32694233562891,5.913695655089311
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (K Series),WH-ADC0912K6E5 / WH-UXZ12KE5,28.04.2023,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R32,"1,600 kg",46.0,65.0,46.0,65.0,-10.0,-10.0,55.0,0.0,0.0,1.0,10.0,9.0,0.0,195.0,140.0,4.96,4.44,,7960,10000.0,3416,3484.0,2.33,2.87,-71.55844378981698,0.0121224404010787,0.0126316171570328,71.5085438031268,53.48794439766614,-0.1031999754387032,7.895945275390428,-53.34785757857812,66.21191519067627,-0.010959269712451,-1.2231233225142577,-66.14843158951598,-178.24665961027995,0.2024494745338214,9.765400554849052,177.9979305528015,24.759520159989652,18.32767744034421,12.31784169080094,56.50987664908698,48.34756898201958,6.229249680877115
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (K Series),WH-ADC0912K6E5AN / WH-UXZ09KE5,28.04.2023,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R32,"1,600 kg",46.0,65.0,46.0,65.0,-10.0,-10.0,55.0,0.0,0.0,1.0,10.0,9.0,0.0,195.0,140.0,4.96,4.12,,7960,8000.0,3416,2508.0,2.33,3.19,-71.55844378981698,0.0121224404010787,0.0126316171570328,71.5085438031268,53.48794439766614,-0.1031999754387032,7.895945275390428,-53.34785757857812,66.20248288225352,-0.0152664751826276,-1.0318964220159068,-66.14278922514782,26.18836758274817,0.1914948560178422,7.413630828304435,-26.35688012178556,24.759520159989652,18.32767744034421,12.31784169080094,52.00573190228332,46.32694233562891,5.913695655089311
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (K Series),WH-ADC0912K6E5AN / WH-UXZ12KE5,28.04.2023,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R32,"1,600 kg",46.0,65.0,46.0,65.0,-10.0,-10.0,55.0,0.0,0.0,1.0,10.0,9.0,0.0,195.0,140.0,4.96,4.44,,7960,10000.0,3416,3484.0,2.33,2.87,-71.55844378981698,0.0121224404010787,0.0126316171570328,71.5085438031268,53.48794439766614,-0.1031999754387032,7.895945275390428,-53.34785757857812,66.21191519067627,-0.010959269712451,-1.2231233225142577,-66.14843158951598,-178.24665961027995,0.2024494745338214,9.765400554849052,177.9979305528015,24.759520159989652,18.32767744034421,12.31784169080094,56.50987664908698,48.34756898201958,6.229249680877115
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (K Series),WH-ADC0912K6E5UK / WH-UXZ09KE5,28.04.2023,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R32,"1,600 kg",46.0,65.0,46.0,65.0,-10.0,-10.0,55.0,0.0,0.0,1.0,10.0,9.0,0.0,195.0,140.0,4.96,4.12,,7960,8000.0,3416,2508.0,2.33,3.19,-71.55844378981698,0.0121224404010787,0.0126316171570328,71.5085438031268,53.48794439766614,-0.1031999754387032,7.895945275390428,-53.34785757857812,66.20248288225352,-0.0152664751826276,-1.0318964220159068,-66.14278922514782,26.18836758274817,0.1914948560178422,7.413630828304435,-26.35688012178556,24.759520159989652,18.32767744034421,12.31784169080094,52.00573190228332,46.32694233562891,5.913695655089311
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (K Series),WH-ADC0912K6E5UK / WH-UXZ12KE5,28.04.2023,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R32,"1,600 kg",46.0,65.0,46.0,65.0,-10.0,-10.0,55.0,0.0,0.0,1.0,10.0,9.0,0.0,195.0,140.0,4.96,4.44,,7960,10000.0,3416,3484.0,2.33,2.87,-71.55844378981698,0.0121224404010787,0.0126316171570328,71.5085438031268,53.48794439766614,-0.1031999754387032,7.895945275390428,-53.34785757857812,66.21191519067627,-0.010959269712451,-1.2231233225142577,-66.14843158951598,-178.24665961027995,0.2024494745338214,9.765400554849052,177.9979305528015,24.759520159989652,18.32767744034421,12.31784169080094,56.50987664908698,48.34756898201958,6.229249680877115
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (K Series),WH-ADC0912K9E8 / WH-UXZ09KE8,28.04.2023,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R32,"1,600 kg",46.0,65.0,46.0,65.0,-10.0,-10.0,55.0,0.0,0.0,1.0,10.0,9.0,0.0,195.0,140.0,4.96,4.12,,7960,8000.0,3416,2508.0,2.33,3.19,-71.55844378981698,0.0121224404010787,0.0126316171570328,71.5085438031268,53.48794439766614,-0.1031999754387032,7.895945275390428,-53.34785757857812,66.20248288225352,-0.0152664751826276,-1.0318964220159068,-66.14278922514782,26.18836758274817,0.1914948560178422,7.413630828304435,-26.35688012178556,24.759520159989652,18.32767744034421,12.31784169080094,52.00573190228332,46.32694233562891,5.913695655089311
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (K Series),WH-ADC0912K9E8 / WH-UXZ12KE8,28.04.2023,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R32,"1,600 kg",46.0,65.0,46.0,65.0,-10.0,-10.0,55.0,0.0,0.0,1.0,10.0,9.0,0.0,180.0,135.0,4.58,4.44,,10640,10000.0,4771,3484.0,2.23,2.87,70.60398593480365,0.0074542124938303,0.209201146456916,-70.66308248651697,217.2983087263084,-0.079425018001978,6.783453135288137,-217.1227995966902,66.21191519067627,-0.010959269712451,-1.2231233225142577,-66.14843158951598,-178.24665961027995,0.2024494745338214,9.765400554849052,177.9979305528015,11.462451041147508,5.770995961104106,13.370927231838165,56.50987664908698,48.34756898201958,6.229249680877115
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (K Series),WH-ADC0912K9E8AN / WH-UXZ09KE8,28.04.2023,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R32,"1,600 kg",46.0,65.0,46.0,65.0,-10.0,-10.0,55.0,0.0,0.0,1.0,10.0,9.0,0.0,195.0,140.0,4.96,4.12,,7960,8000.0,3416,2508.0,2.33,3.19,-71.55844378981698,0.0121224404010787,0.0126316171570328,71.5085438031268,53.48794439766614,-0.1031999754387032,7.895945275390428,-53.34785757857812,66.20248288225352,-0.0152664751826276,-1.0318964220159068,-66.14278922514782,26.18836758274817,0.1914948560178422,7.413630828304435,-26.35688012178556,24.759520159989652,18.32767744034421,12.31784169080094,52.00573190228332,46.32694233562891,5.913695655089311
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (K Series),WH-ADC0912K9E8AN / WH-UXZ12KE8,28.04.2023,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R32,"1,600 kg",46.0,65.0,46.0,65.0,-10.0,-10.0,55.0,0.0,0.0,1.0,10.0,9.0,0.0,180.0,135.0,4.58,4.44,,10640,10000.0,4771,3484.0,2.23,2.87,70.60398593480365,0.0074542124938303,0.209201146456916,-70.66308248651697,217.2983087263084,-0.079425018001978,6.783453135288137,-217.1227995966902,66.21191519067627,-0.010959269712451,-1.2231233225142577,-66.14843158951598,-178.24665961027995,0.2024494745338214,9.765400554849052,177.9979305528015,11.462451041147508,5.770995961104106,13.370927231838165,56.50987664908698,48.34756898201958,6.229249680877115
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (K Series),WH-SXC09K3E5 / WH-UXZ09KE5,28.04.2023,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R32,"1,600 kg",46.0,65.0,46.0,65.0,-10.0,-10.0,55.0,0.0,0.0,1.0,10.0,9.0,0.0,195.0,140.0,4.96,4.12,,7960,8000.0,3416,2508.0,2.33,3.19,-71.55844378981698,0.0121224404010787,0.0126316171570328,71.5085438031268,53.48794439766614,-0.1031999754387032,7.895945275390428,-53.34785757857812,66.20248288225352,-0.0152664751826276,-1.0318964220159068,-66.14278922514782,26.18836758274817,0.1914948560178422,7.413630828304435,-26.35688012178556,24.759520159989652,18.32767744034421,12.31784169080094,52.00573190228332,46.32694233562891,5.913695655089311
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (K Series),WH-SXC09K3E8 / WH-UXZ09KE8,28.04.2023,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R32,"1,600 kg",46.0,65.0,46.0,65.0,-10.0,-10.0,55.0,0.0,0.0,1.0,10.0,9.0,0.0,195.0,140.0,4.96,4.12,,7960,8000.0,3416,2508.0,2.33,3.19,-71.55844378981698,0.0121224404010787,0.0126316171570328,71.5085438031268,53.48794439766614,-0.1031999754387032,7.895945275390428,-53.34785757857812,66.20248288225352,-0.0152664751826276,-1.0318964220159068,-66.14278922514782,26.18836758274817,0.1914948560178422,7.413630828304435,-26.35688012178556,24.759520159989652,18.32767744034421,12.31784169080094,52.00573190228332,46.32694233562891,5.913695655089311
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (K Series),WH-SXC09K6E5 / WH-UXZ09KE5,28.04.2023,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R32,"1,600 kg",46.0,65.0,46.0,65.0,-10.0,-10.0,55.0,0.0,0.0,1.0,10.0,9.0,0.0,195.0,140.0,4.96,4.12,,7960,8000.0,3416,2508.0,2.33,3.19,-71.55844378981698,0.0121224404010787,0.0126316171570328,71.5085438031268,53.48794439766614,-0.1031999754387032,7.895945275390428,-53.34785757857812,66.20248288225352,-0.0152664751826276,-1.0318964220159068,-66.14278922514782,26.18836758274817,0.1914948560178422,7.413630828304435,-26.35688012178556,24.759520159989652,18.32767744034421,12.31784169080094,52.00573190228332,46.32694233562891,5.913695655089311
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (K Series),WH-SXC09K9E8 / WH-UXZ09KE8,28.04.2023,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R32,"1,600 kg",46.0,65.0,46.0,65.0,-10.0,-10.0,55.0,0.0,0.0,1.0,10.0,9.0,0.0,195.0,140.0,4.96,4.12,,7960,8000.0,3416,2508.0,2.33,3.19,-71.55844378981698,0.0121224404010787,0.0126316171570328,71.5085438031268,53.48794439766614,-0.1031999754387032,7.895945275390428,-53.34785757857812,66.20248288225352,-0.0152664751826276,-1.0318964220159068,-66.14278922514782,26.18836758274817,0.1914948560178422,7.413630828304435,-26.35688012178556,24.759520159989652,18.32767744034421,12.31784169080094,52.00573190228332,46.32694233562891,5.913695655089311
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (K Series),WH-SXC12K6E5 / WH-UXZ12KE5,28.04.2023,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R32,"1,600 kg",46.0,65.0,46.0,65.0,-10.0,-10.0,55.0,0.0,0.0,1.0,10.0,9.0,0.0,195.0,140.0,4.96,4.44,,7960,10000.0,3416,3484.0,2.33,2.87,-71.55844378981698,0.0121224404010787,0.0126316171570328,71.5085438031268,53.48794439766614,-0.1031999754387032,7.895945275390428,-53.34785757857812,66.21191519067627,-0.010959269712451,-1.2231233225142577,-66.14843158951598,-178.24665961027995,0.2024494745338214,9.765400554849052,177.9979305528015,24.759520159989652,18.32767744034421,12.31784169080094,56.50987664908698,48.34756898201958,6.229249680877115
 Panasonic Marketing Europe GmbH,Aquarea Split 9-12 kW T-CAP (K Series),WH-SXC12K9E8 / WH-UXZ12KE8,28.04.2023,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R32,"1,600 kg",46.0,65.0,46.0,65.0,-10.0,-10.0,55.0,0.0,0.0,1.0,10.0,9.0,0.0,180.0,135.0,4.58,4.44,,10640,10000.0,4771,3484.0,2.23,2.87,70.60398593480365,0.0074542124938303,0.209201146456916,-70.66308248651697,217.2983087263084,-0.079425018001978,6.783453135288137,-217.1227995966902,66.21191519067627,-0.010959269712451,-1.2231233225142577,-66.14843158951598,-178.24665961027995,0.2024494745338214,9.765400554849052,177.9979305528015,11.462451041147508,5.770995961104106,13.370927231838165,56.50987664908698,48.34756898201958,6.229249680877115
 Panasonic Marketing Europe GmbH,Aquarea T-CAP 9-12 kW (M Series),WH-ADC0316M9E82 / WH-WXG09ME8,22.07.2024,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R290,"1,780 kg",35.0,52.0,35.0,52.0,-10.0,-10.0,55.0,0.0,0.0,11.0,18.0,11.0,0.0,197.0,137.0,5.0,5.34,7.53,8000,9000.0,3213,2493.0,2.49,3.61,70.61145647825407,0.0181474681956824,-0.2359526085864372,-70.65564640216337,-280.2986778357537,-0.1704298051160831,10.876510108084917,280.33961066768205,-84.63371755170975,-0.0159719943113456,-0.8843185102578307,84.68782906369137,203.72921842280675,0.2140909090886037,11.637859558486811,-204.0118182705289,31.90403616690142,25.339439743766736,17.893953651569134,21.79381480119399,18.51225741972294,3.606902508292153
 Panasonic Marketing Europe GmbH,Aquarea T-CAP 9-12 kW (M Series),WH-ADC0316M9E82 / WH-WXG12ME8,22.07.2024,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R290,"1,780 kg",35.0,53.0,35.0,53.0,-10.0,-10.0,55.0,0.0,0.0,11.0,18.0,11.0,0.0,186.0,143.0,4.73,5.34,7.53,10600,9000.0,4775,2493.0,2.22,3.61,-14.696121135736243,0.0099181044976762,0.0859379698913963,14.641066095447004,212.8459270943165,-0.0847672984537765,7.095325520074422,-212.69241301329663,-84.63371755170975,-0.0159719943113456,-0.8843185102578307,84.68782906369137,203.72921842280675,0.2140909090886037,11.637859558486811,-204.0118182705289,8.536473736780223,5.064970093007353,11.034519566208182,21.79381480119399,18.51225741972294,3.606902508292153
 Panasonic Marketing Europe GmbH,Aquarea T-CAP 9-12 kW (M Series),WH-ADC0316M9E8AN2 / WH-WXG09ME8,22.07.2024,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R290,"1,780 kg",35.0,52.0,35.0,52.0,-10.0,-10.0,55.0,0.0,0.0,11.0,18.0,11.0,0.0,197.0,137.0,5.0,5.34,7.53,8000,9000.0,3213,2493.0,2.49,3.61,70.61145647825407,0.0181474681956824,-0.2359526085864372,-70.65564640216337,-280.2986778357537,-0.1704298051160831,10.876510108084917,280.33961066768205,-84.63371755170975,-0.0159719943113456,-0.8843185102578307,84.68782906369137,203.72921842280675,0.2140909090886037,11.637859558486811,-204.0118182705289,31.90403616690142,25.339439743766736,17.893953651569134,21.79381480119399,18.51225741972294,3.606902508292153
 Panasonic Marketing Europe GmbH,Aquarea T-CAP 9-12 kW (M Series),WH-ADC0316M9E8AN2 / WH-WXG12ME8,22.07.2024,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R290,"1,780 kg",35.0,53.0,35.0,53.0,-10.0,-10.0,55.0,0.0,0.0,11.0,18.0,11.0,0.0,186.0,143.0,4.73,5.34,7.53,10600,9000.0,4775,2493.0,2.22,3.61,-14.696121135736243,0.0099181044976762,0.0859379698913963,14.641066095447004,212.8459270943165,-0.0847672984537765,7.095325520074422,-212.69241301329663,-84.63371755170975,-0.0159719943113456,-0.8843185102578307,84.68782906369137,203.72921842280675,0.2140909090886037,11.637859558486811,-204.0118182705289,8.536473736780223,5.064970093007353,11.034519566208182,21.79381480119399,18.51225741972294,3.606902508292153
 Panasonic Marketing Europe GmbH,Aquarea T-CAP 9-12 kW (M Series),WH-CME8 / WH-WXG09ME8,22.07.2024,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R290,"1,780 kg",,52.0,,52.0,-10.0,-10.0,55.0,0.0,0.0,11.0,18.0,11.0,0.0,197.0,137.0,5.0,5.34,7.53,8000,9000.0,3213,2493.0,2.49,3.61,70.61145647825407,0.0181474681956824,-0.2359526085864372,-70.65564640216337,-280.2986778357537,-0.1704298051160831,10.876510108084917,280.33961066768205,-84.63371755170975,-0.0159719943113456,-0.8843185102578307,84.68782906369137,203.72921842280675,0.2140909090886037,11.637859558486811,-204.0118182705289,31.90403616690142,25.339439743766736,17.893953651569134,21.79381480119399,18.51225741972294,3.606902508292153
 Panasonic Marketing Europe GmbH,Aquarea T-CAP 9-12 kW (M Series),WH-CME8 / WH-WXG12ME8,22.07.2024,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R290,"1,780 kg",,53.0,,53.0,-10.0,-10.0,55.0,0.0,0.0,11.0,18.0,11.0,0.0,186.0,143.0,4.73,5.34,7.53,10600,9000.0,4775,2493.0,2.22,3.61,-14.696121135736243,0.0099181044976762,0.0859379698913963,14.641066095447004,212.8459270943165,-0.0847672984537765,7.095325520074422,-212.69241301329663,-84.63371755170975,-0.0159719943113456,-0.8843185102578307,84.68782906369137,203.72921842280675,0.2140909090886037,11.637859558486811,-204.0118182705289,8.536473736780223,5.064970093007353,11.034519566208182,21.79381480119399,18.51225741972294,3.606902508292153
 Panasonic Marketing Europe GmbH,Aquarea T-CAP 9-12 kW (M Series),WH-SDC0316M9E8 / WH-WXG09ME8,22.07.2024,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R290,"1,780 kg",35.0,52.0,35.0,52.0,-10.0,-10.0,55.0,0.0,0.0,11.0,18.0,11.0,0.0,197.0,137.0,5.0,5.34,7.53,8000,9000.0,3213,2493.0,2.49,3.61,70.61145647825407,0.0181474681956824,-0.2359526085864372,-70.65564640216337,-280.2986778357537,-0.1704298051160831,10.876510108084917,280.33961066768205,-84.63371755170975,-0.0159719943113456,-0.8843185102578307,84.68782906369137,203.72921842280675,0.2140909090886037,11.637859558486811,-204.0118182705289,31.90403616690142,25.339439743766736,17.893953651569134,21.79381480119399,18.51225741972294,3.606902508292153
 Panasonic Marketing Europe GmbH,Aquarea T-CAP 9-12 kW (M Series),WH-SDC0316M9E8 / WH-WXG12ME8,22.07.2024,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R290,"1,780 kg",35.0,53.0,35.0,53.0,-10.0,-10.0,55.0,0.0,0.0,11.0,18.0,11.0,0.0,186.0,143.0,4.73,5.34,7.53,10600,9000.0,4775,2493.0,2.22,3.61,-14.696121135736243,0.0099181044976762,0.0859379698913963,14.641066095447004,212.8459270943165,-0.0847672984537765,7.095325520074422,-212.69241301329663,-84.63371755170975,-0.0159719943113456,-0.8843185102578307,84.68782906369137,203.72921842280675,0.2140909090886037,11.637859558486811,-204.0118182705289,8.536473736780223,5.064970093007353,11.034519566208182,21.79381480119399,18.51225741972294,3.606902508292153
 Panasonic Marketing Europe GmbH,Aquarea T-CAP 9-12 kW (M Series),WH-WXG09ME8 (Outdoor unit Stand-alone),22.07.2024,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R290,"1,780 kg",,52.0,,52.0,-10.0,-10.0,55.0,0.0,0.0,11.0,18.0,11.0,0.0,197.0,137.0,5.0,5.34,7.53,8000,9000.0,3213,2493.0,2.49,3.61,70.61145647825407,0.0181474681956824,-0.2359526085864372,-70.65564640216337,-280.2986778357537,-0.1704298051160831,10.876510108084917,280.33961066768205,-84.63371755170975,-0.0159719943113456,-0.8843185102578307,84.68782906369137,203.72921842280675,0.2140909090886037,11.637859558486811,-204.0118182705289,31.90403616690142,25.339439743766736,17.893953651569134,21.79381480119399,18.51225741972294,3.606902508292153
 Panasonic Marketing Europe GmbH,Aquarea T-CAP 9-12 kW (M Series),WH-WXG12ME8 (Outdoor unit Stand-alone),22.07.2024,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R290,"1,780 kg",,53.0,,53.0,-10.0,-10.0,55.0,0.0,0.0,11.0,18.0,11.0,0.0,186.0,143.0,4.73,5.34,7.53,10600,9000.0,4775,2493.0,2.22,3.61,-14.696121135736243,0.0099181044976762,0.0859379698913963,14.641066095447004,212.8459270943165,-0.0847672984537765,7.095325520074422,-212.69241301329663,-84.63371755170975,-0.0159719943113456,-0.8843185102578307,84.68782906369137,203.72921842280675,0.2140909090886037,11.637859558486811,-204.0118182705289,8.536473736780223,5.064970093007353,11.034519566208182,21.79381480119399,18.51225741972294,3.606902508292153
